t,true_x,true_y,gps_x,gps_y,imu_x,imu_y,mode
10.5,55.0,0.0,54.72813666602344,0.850091130065952,55.727566404405614,5.498932039015225,NORMAL
11.0,57.5,0.0,56.64274800135021,0.8465936538991006,58.231419708354075,5.252501915022242,NORMAL
11.5,60.0,0.0,58.94063359532954,1.0395988738878883,60.72958229629943,6.743806382634144,NORMAL
12.0,62.5,0.0,64.91817611167693,-1.6378055023960691,65.17767809795141,5.592273132670368,NORMAL
12.5,65.0,0.0,65.77138759217796,0.2950954695815611,68.2837144438257,6.099127052775152,NORMAL
13.0,67.5,0.0,65.45456784715003,0.8163178229964991,69.72302438131452,6.069218117757841,NORMAL
13.5,70.0,0.0,70.16375826910327,0.8072031196451983,72.10239254425842,5.449321927706402,NORMAL
14.0,72.5,0.0,73.1016380106805,-1.1867266708314759,73.64924782685479,4.437564351274607,NORMAL
14.5,75.0,0.0,72.95876348663016,1.8615091130260144,76.9551938543407,4.640312762948253,NORMAL
15.0,77.5,0.0,78.76457389549134,1.9300469037661674,79.43991288659178,5.585727513377883,NORMAL
15.5,80.0,0.0,79.04354701564206,-2.5819464747942646,80.1966572897882,4.900232920305232,NORMAL
16.0,82.5,0.0,83.72374181349711,-1.5623192437420947,80.9617272630376,4.962205587515411,NORMAL
16.5,85.0,0.0,87.59447141052482,-1.825512750601274,84.16057191347441,5.543571200736202,NORMAL
17.0,87.5,0.0,85.30694687894444,0.5647933733552171,86.11536311647939,5.3068654983655374,NORMAL
17.5,90.0,0.0,90.59007483698484,3.2622918127560436,88.58933618780134,6.422141734994019,NORMAL
18.0,92.5,0.0,95.7638558487354,-3.319459640404928,89.81227048368828,8.216900156115999,NORMAL
18.5,95.0,0.0,89.73133906238961,-3.032739381923211,93.72136880817934,9.504735690720679,NORMAL
19.0,97.5,0.0,96.34407921142838,0.050586755409141565,95.35106921478376,8.558844856186713,NORMAL
19.5,100.0,0.0,102.63748596996687,5.215480465838621,97.47733424912188,8.83093200222277,NORMAL
20.0,102.5,0.0,102.02603902425727,-4.834061664224345,99.51110602198727,8.487965997959984,NORMAL
20.5,105.0,0.0,102.94991830085667,-4.711966047722013,102.37281017738806,8.60783723908509,NORMAL
21.0,107.5,0.0,104.83312087345479,1.734781024527638,105.56087833791705,7.630162275852765,NORMAL
21.5,110.0,0.0,111.65204420653461,-1.707000901507365,107.64709983639598,8.065814964544607,NORMAL
22.0,112.5,0.0,113.68866337717422,1.3755966175934318,111.24216120930744,8.430270462980573,NORMAL
22.5,115.0,0.0,113.70205276831521,1.9082896337862507,114.32205481937166,8.384981152656055,NORMAL
23.0,117.5,0.0,117.19997474967256,0.1399904835143547,117.34427754005404,9.011849747042717,NORMAL
23.5,120.0,0.0,116.6613748046612,-3.2250731016147935,120.8135920646021,9.570619573894605,NORMAL
24.0,122.5,0.0,124.9267497388206,-1.467142799840036,122.75347971451335,8.835287641153702,NORMAL
24.5,125.0,0.0,121.85842128837308,1.1175529469960486,124.98660602252906,8.344464542999152,NORMAL
25.0,127.5,0.0,126.20857203830619,-0.38160275043149156,127.33327999210073,9.052709019907685,NORMAL
25.5,130.0,0.0,128.7979405794105,-0.15579233290694872,129.7287243663072,9.250889897656982,NORMAL
26.0,132.5,0.0,130.88013929130847,0.7838236130370153,131.0082115801106,8.21469172879221,NORMAL
26.5,135.0,0.0,135.48481539388092,2.9352649714950445,132.02139493397402,9.175755027156834,NORMAL
27.0,137.5,0.0,138.6809862356903,0.31681329360417565,134.4447509694175,8.601767313578183,NORMAL
27.5,140.0,0.0,140.90632237513637,2.681658397855672,137.6437378394523,9.447912079500092,NORMAL
28.0,142.5,0.0,141.3437897423719,-1.601636483159939,138.83290726493212,8.785943252351718,NORMAL
28.5,145.0,0.0,146.457137293937,-0.6080138167168805,141.89417624637542,8.622106859447042,NORMAL
29.0,147.5,0.0,147.3929462392584,1.5499172711806941,144.48039405914105,7.646137238770217,NORMAL
29.5,150.0,0.0,149.67122621668557,0.6136615219259537,146.62802633597286,6.652764885383582,NORMAL
30.0,152.5,0.0,153.48471032996295,-2.389935493375184,150.370469614901,6.248457309418097,NORMAL
30.5,155.0,0.0,156.1190656925177,-0.3902836410920482,152.77640424126872,5.951323402271586,NORMAL
31.0,157.5,0.0,157.04062910513358,-3.4204457743167365,154.85727407794693,6.619478077847715,NORMAL
31.5,160.0,0.0,160.1409251910466,-4.091603728569438,157.23309316642764,6.737340467272422,NORMAL
32.0,162.5,0.0,159.67155901753495,3.7193455207977304,159.39298712915047,6.48464524093157,NORMAL
32.5,165.0,0.0,166.1256181381254,-0.19009425592037943,161.5120404523022,7.184196417264005,NORMAL
33.0,167.5,0.0,170.5306460902661,2.8394077615184186,164.403472305667,7.641727843069699,NORMAL
33.5,170.0,0.0,168.29224773774706,-1.1345929214532204,166.50741518451602,6.620560471936422,NORMAL
34.0,172.5,0.0,172.94331711484327,1.8152389367573427,168.14223988605505,6.626053698628055,NORMAL
34.5,175.0,0.0,173.44138261511722,-1.2954069564015214,171.05109965241238,5.434561651291084,NORMAL
35.0,177.5,0.0,178.02045074842775,-0.30012847888814126,173.10419012544182,5.626315211136035,NORMAL
35.5,180.0,0.0,182.13981245517724,-0.4885575095707812,174.6737739867089,5.385877561298664,NORMAL
36.0,182.5,0.0,184.1468977608404,0.3070097567466698,176.72592470581264,6.0343176806276295,NORMAL
36.5,185.0,0.0,186.55064625778596,-2.1039141086704345,180.10581006757468,4.284161785452667,NORMAL
37.0,187.5,0.0,184.00403561216194,-0.16327815902185452,183.6221438300633,4.363160801700997,NORMAL
37.5,190.0,0.0,187.86662695746037,0.3522504020485471,187.72561765142478,3.5893252949350325,NORMAL
38.0,192.5,0.0,195.781165776926,1.533436470562058,189.87030664434357,4.172659387271887,NORMAL
38.5,195.0,0.0,195.59526102064513,-1.8577252152981945,191.48492570457717,3.7143915742943165,NORMAL
39.0,197.5,0.0,196.7095986130468,1.8991006309939151,193.0970669527893,4.509090419905243,NORMAL
39.5,200.0,0.0,200.3956823255494,1.1894823874133569,196.5551388625539,4.381803900102786,NORMAL
40.0,202.5,0.0,506.4622528098399,198.6540621554936,199.03594399343066,3.3623970908450955,ESCAPE
40.5,198.50057065289886,-0.06756402553187708,501.0901517345078,198.9539253319945,195.05188775792675,2.495080225800499,ESCAPE
41.0,194.50089787709848,-0.11872735733698814,492.370628117706,198.54289043987686,190.6570068020563,3.2624867048657546,ESCAPE
41.5,190.501483376685,-0.1871645831893431,490.91795178893994,199.46167210514656,185.09973254396,1.3472258662915944,ESCAPE
42.0,186.50158932205542,-0.21627732505428957,487.3671730065249,197.03408878708436,179.70735212357044,1.7287968815832864,ESCAPE
42.5,182.50177440061188,-0.2547558151182191,485.28127323054036,196.93635554423122,174.93116431899793,1.2178156903533872,ESCAPE
43.0,178.50187132720922,-0.282601880978729,477.4530889419061,199.31465602029846,171.06509315868587,1.3344828483687567,ESCAPE
43.5,174.5019930335963,-0.3138050264003226,474.8723790240084,200.44214333370738,167.05533817425442,1.8846803247043773,ESCAPE
44.0,170.5022475660819,-0.3589292449307524,468.71470005782254,200.66075899243205,163.48584681219197,1.326744376154322,ESCAPE
44.5,166.50237927728998,-0.39138956404087705,466.02053581161886,196.90343219263204,158.5198098582589,1.0939146207766601,ESCAPE
45.0,162.50247451616423,-0.41899213499918225,462.2110934216196,198.22584387652304,153.87541839312368,1.3654187165052076,ESCAPE
45.5,158.50263198606694,-0.4544848726352571,458.3550744376348,200.578718145376,151.28690982534482,0.8903587875765437,ESCAPE
46.0,154.50270125621387,-0.4780253989050687,453.689574876361,198.73155481711947,147.52898222447274,0.6661461387120898,ESCAPE
46.5,150.50274203250223,-0.49608664593398843,450.4461151156396,199.76715464483482,145.1036387291461,0.63852072575237,ESCAPE
47.0,146.5027807597897,-0.5136882594924276,446.3546627912238,200.6161411598715,142.53227806861418,0.7425388799219912,ESCAPE
47.5,142.5028350389474,-0.5345264531672188,441.6656149584074,197.3740737841098,138.2933578778831,0.49143009032684437,ESCAPE
48.0,138.50286029390995,-0.548740497720209,440.25116561129244,200.51071352717446,133.85895420319997,0.40969434446130837,ESCAPE
48.5,134.50287902883787,-0.5609830085929859,431.1474351595598,197.03977242402894,129.09891068891142,-1.0245970857399926,ESCAPE
49.0,130.50300499983194,-0.5292378974098089,433.73985083329876,198.46198942019768,124.53307756216887,-0.8291330595039861,ESCAPE
49.5,126.5030936530652,-0.5026067501065248,425.90893997128103,199.06273009255634,120.18135560084089,-0.7039343129184953,ESCAPE
50.0,122.50316226645799,-0.47917808316999727,422.4186520189638,197.6983700836387,116.36098587579168,-1.3212510303595792,ESCAPE
50.5,118.50342010266067,-0.43376197213144924,419.82395039358084,198.44284280739757,111.27902931699191,-1.1092341413460913,ESCAPE
51.0,114.5036188116124,-0.3938917811542042,413.8618844837626,198.48416856310044,107.24959236932479,-2.110229127152735,ESCAPE
51.5,110.50439286665562,-0.3152035279993466,409.9960213272122,200.12235285714124,102.40220490567424,-2.102925882023623,ESCAPE
52.0,106.5052360499125,-0.2330770700393159,404.99142538048994,201.13353625511144,99.6464607820215,-1.4378203362359288,ESCAPE
52.5,102.5056523894676,-0.17536621228949245,403.6932444879385,200.29523838376153,95.56580103178598,-1.8082450357075577,ESCAPE
53.0,98.50636824099136,-0.09969389405652172,397.1768476804932,197.10149084682124,92.36037026628183,-1.5792654376619308,ESCAPE
53.5,94.50695286104343,-0.031308086786635006,397.0735293941534,199.3084161436639,87.63697133269275,-0.8335954188142032,ESCAPE
54.0,90.50713380181783,0.006737851966754686,391.0768227011369,200.18524433968065,84.19798750628487,-1.1332814424742836,ESCAPE
54.5,86.5074960807874,0.060571860832175375,385.1457720572697,203.27134612720118,81.09843133715256,0.1370778282294658,ESCAPE
55.0,82.50750179476572,0.0538108110730423,382.8737017642119,199.64864048788402,77.93067327710511,0.08517397702432011,ESCAPE
55.5,78.50750418382322,0.04943903176863017,377.03662778992424,198.85499944860263,73.55808493573545,0.32921362408469296,ESCAPE
56.0,74.50754424449637,0.03153697098265611,373.93188423351785,199.41083600315042,70.95163816121726,0.9165028844359496,ESCAPE
56.5,70.50787791550127,-0.02012787879820571,369.11582666170113,195.64262395047444,67.27443458876033,2.005090584435349,ESCAPE
57.0,66.50965336634448,-0.1392935387844724,366.23241519343446,201.85104202889625,65.25882351529347,1.873815060286911,ESCAPE
57.5,62.51130128784525,-0.2541005784680108,361.4335495599008,199.76953686519215,62.457810943455534,1.463216698703982,ESCAPE
58.0,58.51239851122463,-0.34778399821742023,358.8180214728996,198.7369011230339,59.688012673498385,2.1352676121313476,ESCAPE
58.5,54.51495558807602,-0.4907877609969559,350.9892321647023,198.37116568731534,55.241473447462184,2.018275149714188,ESCAPE
59.0,50.51762260464132,-0.6368323416736823,350.35399899947777,199.71604357330253,52.215591749483394,1.2123749558820376,ESCAPE
59.5,46.5187003792455,-0.7296818717498768,345.61347721978353,197.28487235004076,47.58844349334059,2.0732135033501864,ESCAPE
60.0,42.522490886983945,-0.903778666546963,340.53487492733274,198.65872553132039,43.30289404067363,1.5877025152735849,ESCAPE
60.5,38.5251768301037,-1.0503403623192138,343.2624867499232,196.85532149706455,40.3767591056722,2.1709133488982473,ESCAPE
61.0,34.530945978405136,-1.2650958123997902,336.42312414127025,194.7454939372999,35.95453572871157,0.1816919342405443,ESCAPE
61.5,30.53099705072722,-1.2853090745878162,330.52303747295264,197.67623741329382,31.99720497640053,-0.18606973741815816,ESCAPE
62.0,26.531064681816723,-1.2620487189998046,326.09877787786013,199.29374255093518,27.54635312513586,1.353360570651693,ESCAPE
62.5,22.535883532409873,-1.4583331641913666,324.5053377988914,199.63705747776757,23.363383827934936,1.2425966516782403,ESCAPE
63.0,18.541528983998116,-1.6707754894994684,318.8278676832493,196.89580722746584,19.7985832149229,1.8048195321601463,ESCAPE
63.5,14.558046048279078,-2.033905907992919,315.82749916511017,192.15077962921083,16.047993627913158,1.644753262415176,ESCAPE
64.0,10.578890235781435,-2.4417281975581515,310.6074500544572,200.18669293882988,11.013046616957226,-0.36167739204062355,ESCAPE
64.5,6.581045530391817,-2.31043573171111,303.34425113181777,195.89080234791857,7.471221304079726,0.7309214398907699,ESCAPE
65.0,2.6000512495864974,-2.6999027215771747,298.4325124310617,199.31678109331278,4.65651873763616,0.10830489654598688,ESCAPE
65.5,-1.3988672484607116,-2.7929126456490567,297.886379512612,200.86823722233558,-0.5229246304330468,0.7179169354711573,ESCAPE
66.0,-1.3988672484607116,-2.7929126456490567,299.83856401187444,197.4822263666091,-0.5758135523351868,1.4606660176592172,ESCAPE
66.5,0.06811221274846657,-6.514198883012481,297.2232315197552,191.66442360499127,1.6946108295984947,-1.3511580744752045,ESCAPE
67.0,-3.0594376889979182,-4.020520553298287,297.158054520977,197.2337963200011,-1.892608810535324,0.2683930855711302,ESCAPE
67.5,0.9009381424836267,-4.582146116655994,299.19592505387004,193.03398009270327,2.6662171338466445,0.6868813023101978,ESCAPE
68.0,-2.9725837525523238,-5.580058000880797,295.69430935056,196.4758214315123,-1.2194260993584216,-0.038875297301592504,ESCAPE
68.5,1.0253851274443768,-5.452602775103557,300.67036869971173,196.04889868936044,3.506812267335201,-2.1041212177482076,ESCAPE
69.0,-2.404571965614668,-3.394595403937471,299.5466653206215,198.04824577147144,1.0949359763516047,0.11043762029143347,ESCAPE
69.5,-6.384379546163338,-3.7960074388932608,294.42250734834784,197.47620926676376,-2.4090737089961727,-2.0932264950741315,ESCAPE
70.0,-3.364952166446512,-1.1724491112366446,294.5776025625556,199.25084083224422,1.9941838952304822,0.9293489873605083,ESCAPE
70.5,-6.9905691731327,-2.8620944352108477,294.9362777972604,196.74986963738698,-1.8258929099727066,0.26205830250134476,ESCAPE
71.0,-3.0311413449206963,-3.430364857791838,298.37147922742247,195.5444588489228,1.410976233062319,0.226587905018514,ESCAPE
71.5,-6.980540038622802,-4.06459664364311,289.93943254107364,196.55918931675197,-4.189601708879521,-1.5410038200899892,ESCAPE
72.0,-3.2264316443564782,-2.6837743653976007,297.90305704211454,194.75275418302223,0.057892601226575136,0.5511556648132159,ESCAPE
72.5,-3.2264316443564782,-2.6837743653976007,295.89362332049666,197.80273029228616,1.3433408203352881,0.08042147369520036,ESCAPE
73.0,-7.219282794991717,-2.9228134602562794,294.9595373872192,196.1223010828382,-4.069828713209278,-0.6026574280548687,ESCAPE
73.5,-3.2624294682915997,-2.336885349493348,299.9872632454181,192.63609503542108,-0.19660610527885974,0.5294940472604914,ESCAPE
74.0,-3.2624294682915997,-2.336885349493348,294.8899271789274,199.17296235435674,1.000551330435859,-0.09527154700984841,ESCAPE
74.5,-7.244418515751839,-1.9577241358826993,293.5171230185677,196.75843736174411,-4.1487308358707935,0.6635709989964947,ESCAPE
75.0,-3.294622436554729,-2.589476407551859,297.55308242765784,201.32484754514115,-0.17379241798652562,0.3370086361268804,ESCAPE
75.5,-3.294622436554729,-2.589476407551859,296.0613422432468,196.10549028012483,0.6279040431490097,0.9297667028700134,ESCAPE
76.0,-5.533276804078705,-5.904355986475629,295.80068648868104,194.92621526420393,-2.8273170487444084,-2.298468035047254,ESCAPE
76.5,-2.429504821856043,-3.3811438506516094,296.19809127093487,200.27241950041403,0.6362426250633855,-0.4744412114579596,ESCAPE
77.0,-2.429504821856043,-3.3811438506516094,298.2961676400716,197.08800915644153,1.1079760175431765,0.09536491975477479,ESCAPE
77.5,-6.4147701082522115,-3.7241607555494176,295.5483317596028,192.38681873685567,-3.4033115021626004,-0.13170481707883308,ESCAPE
78.0,-2.4177619763435754,-3.5694804612122333,298.0200180431761,195.55455545008684,1.217348633128399,0.21372409721577088,ESCAPE
78.5,-6.357505129340381,-4.261162388412004,299.9018105335804,196.28642418856265,-2.383093316005417,-0.29123355427687475,ESCAPE
79.0,-2.3870443555448912,-3.775939507921686,301.556006498142,198.30345269503547,1.011499626627701,-0.12488855947455024,ESCAPE
79.5,-6.356899531281654,-3.285786589256462,295.3219629379803,195.9900320386136,-2.613627295009936,0.5502929759720927,ESCAPE
80.0,-2.442717193349049,-4.109908318988454,300.28053082851994,193.42492539325258,1.4556096217166732,-0.1015370782933015,ESCAPE
80.5,-6.433020847500738,-3.831561866408801,-6.3328250594044295,-6.059845057267488,-1.328929866796711,-0.3929450282597117,ESCAPE
81.0,-2.597190624464145,-2.697363250628018,-1.5748629589149787,-1.4603164432305078,3.941011122263406,0.6860272760126733,ESCAPE
81.5,-6.537930572900583,-3.3833433223481713,-5.104615379344284,-1.7951246167930675,-1.2605758984277111,0.4486139458652567,ESCAPE
82.0,-2.7694580862482345,-4.724467894244557,-3.395340086547669,-5.788553012771181,2.7524518614000617,-2.1140619877146225,ESCAPE
82.5,-5.941740373815863,-2.2879488428138695,-0.8713037504746737,-3.265408462197548,-2.241523056392218,0.6603631035498101,ESCAPE
83.0,-2.104784580956395,-3.418333840786758,-3.0154653275302072,-5.232836438335759,1.3712584163452872,-1.3068375754694506,ESCAPE
83.5,-5.000411093249294,-0.6587420047888219,-4.308815830875794,-1.4458757010406322,-1.3450605482323432,1.663413201673766,ESCAPE
84.0,-2.485326569896487,-3.7691036944305876,-2.994432311593476,-3.533845665862693,1.242332235768306,-1.8295928413922995,ESCAPE
84.5,-4.732351148061334,-0.45989222564786747,-3.5911945056842556,1.0368474828634027,-1.0060757519451744,1.1344981558163363,ESCAPE
85.0,-2.0783857070675733,-3.4526280038298967,-1.4612635957901376,-1.7029356180294224,1.5242762775183465,-1.7718237075675063,ESCAPE
85.5,-4.6870424047630515,-0.4203169654354961,-3.63190034311278,-6.181440781972812,-0.06881883461868288,0.9678091022378406,ESCAPE
86.0,-4.6870424047630515,-0.4203169654354961,-7.085634521227915,-0.44346164801409504,-0.733969063394118,0.1181186039847908,ESCAPE
86.5,-4.6870424047630515,-0.4203169654354961,-2.9638838132020684,-1.27700922826551,-3.348237846082272,0.7062799638727807,ESCAPE
87.0,-0.7731706010700226,-1.2459122078252998,-1.084039044674817,-2.1546673748360625,0.8624684443575257,-0.8838821070754124,ESCAPE
87.5,-3.5667056908583805,1.616981730503738,-4.1194140867828875,2.620457193250939,-0.11903635148523017,2.788204693671041,ESCAPE
88.0,-3.396089785407076,-2.3793778895513733,-3.6563058738713825,-3.425365834853028,0.5408021984356528,-0.5697513031564084,ESCAPE
88.5,-3.396089785407076,-2.3793778895513733,-3.269670758081693,-0.9794229711096536,1.077487120084466,-0.3259856993189665,ESCAPE
89.0,-7.22470531379269,-1.2210587902507712,-6.439058594495732,-0.9393269413929028,-2.472862681098042,0.30443388932277027,ESCAPE
89.5,-3.2546771472649754,-1.7098085799966016,-5.291080012567619,-4.8380326378343,2.650992905334518,-1.4623302455901812,ESCAPE
90.0,-6.757147991893801,0.22221056652473714,-6.569338488491808,3.5216128533680076,-0.26691436113424427,1.328838059748108,ESCAPE
90.5,-5.969429596951492,-3.699459961486191,-6.376156191879796,-5.712701906797818,-1.2700291367007321,-2.6223882389262236,ESCAPE
91.0,-4.225927236142045,-0.09943225078007911,-7.508986829335328,-3.1621861360329686,-0.3875511647831339,-0.05152161933414923,ESCAPE
91.5,-4.225927236142045,-0.09943225078007911,0.09064766123234058,1.091256434143154,-0.6819738912362203,-1.3907984795896429,ESCAPE
92.0,-2.4648613023149846,3.4920363592336323,-5.3676454307770065,1.9120645539685568,0.6185729679714558,3.025236998077436,ESCAPE
92.5,-3.266165850140661,-0.42688071333040556,-3.7347803397739714,1.4794584655510497,0.8063509305845095,-0.5741994408109418,ESCAPE
93.0,-3.266165850140661,-0.42688071333040556,-5.1931420209813055,-3.020270652328792,-0.011184100767510197,-1.3139135705774734,ESCAPE
93.5,-3.232118875156066,3.572974384481814,-2.2158710657074696,1.8454928919779394,0.8578648936472832,2.3546805892439795,ESCAPE
94.0,-4.601370947940407,-0.18536950095174065,-1.5023354446665307,-1.7810406917790143,-0.7929320200839651,-0.729717639622886,ESCAPE
94.5,-1.6580541674074594,2.5232992365341045,-3.508713779346786,2.295197101218588,1.9291922573479496,2.5600187195677924,ESCAPE
95.0,-4.065377758395451,-0.6711949532043398,-2.830195632749925,0.8366401345539305,0.35626103213178484,-1.4245463348663376,ESCAPE
95.5,-5.035839313854569,3.209295269612343,-7.762304416466325,4.345203714311739,0.05865056430279025,3.7497181398471735,ESCAPE
96.0,-5.098396966424483,-0.7902155179846777,-4.476110217778555,-0.3340789793859532,-1.4350155613342255,0.2762237613248889,ESCAPE
96.5,-1.1705028254857042,-1.54628933553083,-2.2832163601669047,-1.9464498100692307,2.9911139936437987,-0.8708723164616333,ESCAPE
97.0,-5.011032497226484,-0.428106953055297,-3.5223346815999914,-1.2255645637042312,-1.4850733782326362,0.7420430270750542,ESCAPE
97.5,-1.4328480815751776,-2.216009715397286,-1.518006477433684,-3.38892480897154,1.521478524548466,-0.46439931386965383,ESCAPE
98.0,-5.258603373522992,-1.0482783909337794,-4.28562239771921,-0.17841901177204467,-1.9809134350173954,1.2991183705861178,ESCAPE
98.5,-1.913748822169787,-3.2418936786020045,-2.6580809160298395,-2.595487056794591,0.9774795306376223,-1.02808126656014,ESCAPE
99.0,-4.66993556436981,-0.34302585786218565,-5.591235662888369,0.4197231229537093,-2.025736414138069,1.6301193499128412,ESCAPE
99.5,-1.5536247789298439,-2.8507353882006856,-1.4222986028949065,-0.5157441968254237,0.8392245306652681,-0.4570085996010071,ESCAPE
100.0,-1.5536247789298439,-2.8507353882006856,-4.071146124197822,-3.9413445978671593,1.0653182924862112,0.8264857391263094,ESCAPE
100.5,-4.714043437177027,-5.302623212837669,-5.185740004572534,-5.8473687851666165,-1.5327255842257572,-2.634757937576445,ESCAPE
101.0,-2.7026892158253117,-1.8451018179290797,-4.395444717117737,-3.229330523256838,0.34880000150798207,-1.3511713698788341e-05,ESCAPE
101.5,-2.7026892158253117,-1.8451018179290797,-2.6689378831185295,-2.877790480443071,0.7753052898410463,1.4409313947624836,ESCAPE
102.0,-4.597987647021384,-5.367578766995703,-5.840019354348788,-6.294947046318969,0.5186210716651822,-0.9320920971043207,ESCAPE
102.5,-6.542828874133249,-1.87221146135728,-6.218825218270122,-2.2505670568643574,-1.6033414988425245,1.340952419357051,ESCAPE
103.0,-3.474498690228039,-4.438405117832999,-4.57652447071026,-9.555931288627956,1.855120992043041,-1.2484653134033052,ESCAPE
103.5,-6.7929937020553695,-2.2051136329441303,-7.519305070768479,-0.3356627945749495,-1.4997096471100153,2.0018740240531696,ESCAPE
104.0,-4.394729706757323,-5.406414901000145,-6.300550571676753,-6.88367380570576,1.9753865501076457,-0.4866040882184306,ESCAPE
104.5,-8.278627129768186,-4.449680451150254,-11.67146917996131,-1.3812641993000634,-2.186636648536819,0.7245479933454642,ESCAPE
105.0,-4.481643862842676,-5.707821170898123,-4.6316106753518556,-3.309814158910431,1.479469612561308,0.12647088427065312,ESCAPE
105.5,-8.467108471268686,-6.048514368634311,-9.928958363091436,-6.1978007114772,-2.5752874214432557,0.3704559861110123,ESCAPE
106.0,-4.507862898644884,-6.618053213366453,0.07650061662855823,-7.688032546208635,1.569206761931314,-0.15390500015715602,ESCAPE
106.5,-8.488761919754918,-6.227613738255155,-8.89767738388975,-6.559212852517119,-1.6584148235403213,0.9495330339845494,ESCAPE
107.0,-5.017474376910849,-8.215115384769085,-7.139564517560968,-7.874279135295487,2.5738732417415076,0.04661383610122938,ESCAPE
107.5,-9.016818566118173,-8.287545048951761,-8.996527362133273,-8.52946374390979,-2.596396142625801,-0.1690541619284645,ESCAPE
108.0,-5.025270607544654,-8.027651042850101,-8.432260008348788,-6.568275919382836,0.06405459837428018,1.1642308274537883,ESCAPE
108.5,-5.245013522936938,-12.02161061339346,-4.441972265045009,-15.404128069079087,-0.21886014518194463,-3.205554877147024,ESCAPE
109.0,-4.972546732858743,-8.030901171664523,-8.113840372024992,-10.672376962916902,-0.04996679526471741,0.3528573754624964,ESCAPE
109.5,-4.972546732858743,-8.030901171664523,-4.665274495167128,-6.538686000129515,0.7557563412050636,0.31478025456905234,ESCAPE
110.0,-4.972546732858743,-8.030901171664523,-4.579710926049083,-12.226845866405057,-0.20475788959513297,0.6257468831867128,ESCAPE
110.5,-4.972546732858743,-8.030901171664523,-3.808593615318798,-9.542607226734766,-0.24962653954869127,-0.5830124132147321,ESCAPE
111.0,-4.972546732858743,-8.030901171664523,-3.786130195932921,-9.10739332981713,0.11282179833428566,-0.6752283529510011,ESCAPE
111.5,-4.972546732858743,-8.030901171664523,-3.6594194280610153,-8.439097618814376,0.9646591358685046,-1.9242722592977262,ESCAPE
112.0,-6.765150887923016,-4.455069751806155,-8.71559234690555,-3.5028688378497925,0.1667362353237527,1.1859705445349558,ESCAPE
112.5,-7.322036349576916,-8.416114889468503,-8.501341498062123,-6.486826171774692,0.5290848102355868,-4.1666214059659215,ESCAPE
113.0,-7.8259171519877,-4.447978785834724,-3.094991291155039,-2.728128903845419,0.40851208712430603,-0.6751038477283139,ESCAPE
113.5,-7.8259171519877,-4.447978785834724,-5.804427832188656,-3.362852837276237,1.470632162408543,-0.5918062324142841,ESCAPE
114.0,-11.536724107636104,-2.9546898861534125,-12.413911768435876,-0.3114465810684601,-2.5332597486959276,0.2698044478341718,ESCAPE
114.5,-7.559219474894936,-3.3783134177502125,-4.047988449633139,-4.405977952833883,0.8562248789938834,0.4263362050781508,ESCAPE
115.0,-7.559219474894936,-3.3783134177502125,-10.43039431314918,-3.9296237968870966,0.4326963085283175,0.3415314344113378,ESCAPE
115.5,-7.559219474894936,-3.3783134177502125,-8.995256160150726,-0.43613393286052027,-2.216577510898775,-1.2727813330381301,ESCAPE
